Ref_No,Facility_Name,Service_Type,Contact_Name,Address1,Address2,Address3,Town,Eircode,County,Age_Range,Area,Community,Contact_Name,Email,Phone_Number
TU2015CN040,Little Ray’s Playgroup ,Sessional,Ann Keappock ,Gallonray House Maudabawn ,, ,Maudabawn ,H16 X409,Cavan,2 - 6 Years,DNE,N/A,Patrick Farrell,gallonrayhouse@hotmail.com,049 5552239
TU2015CN041,Little Stars Community Playgroup and Afterschool Ltd ,Sessional,Imelda O'Reilly ,31 Bellamount View ,, ,Cootehill ,H16 Y310,Cavan,2 - 6 Years,DNE,N/A,Fiona  Bannon McCormack,littlestarsltd@gmail.com,049 5552046
TU2015CN042,Little Willows Montessori ,Sessional,Amanda Kelly ,No 1 The Willows Chapel Road ,, ,Bailieborough ,A82 KT78,Cavan,3 - 6 Years,DNE,N/A,Amanda Kelly,Mandykelly81@yahoo.ie,042 9666679
TU2015CN046,Peter Pan Playschool ,Sessional,Elle Boylan ,Barconey ,, ,Ballyjamesduff ,A82 A243,Cavan,0 - 6 Years,DNE,N/A,Elle Boylan,ella.boylan1@gmail.com,049 8540318
TU2015CN047,Play Days/Nulty Creche Limited ,Sessional,Paul Nulty ,Assan ,New Inn, ,Ballyjamesduff ,A82 VP93,Cavan,0 - 6 Years,DNE,N/A,Helen  Nulty,nultycreche@gmail.com,049 8544937
TU2015CN049,Puddlelane Montessori Playgroup Ltd ,Sessional,Elizabeth Burmiston ,Institute Road ,, ,Bailieborough ,A82 RR71,Cavan,3 - 6 Years,DNE,N/A,Elizabeth Burmiston,elizabethburmiston@gmail.com,042 9666385
TU2015CN050,Rainbow Kids Ltd ,Sessional,Geraldine Donoghue ,Kill Community Centre ,Tullyvin, ,Cootehill ,H16 XE02,Cavan,3 - 6 Years,DNE,N/A,Fergal Brady,rainbowkids@eircom.net,049 5553040
TU2015CN053,Shona Cross Montessori ,Sessional,Martyn Cross ,Cronera ,Corlough, ,Belturbet ,H14 V022,Cavan,3 - 6 Years,DNE,N/A,Shona Cross,shonamontessori@eircom.net,049 9523391
TU2015CN055,Small World Day Care ,Sessional,Sharon Kilkenny ,Gortnashannon ,, ,Crossdoney ,H12 K718,Cavan,0 - 6 Years,DNE,N/A,Sharon  Kilkenny,ekilkenny69@eircom.net,049 4337911
TU2015CN057,Sticky Fingers Montessori and Daycare ,Sessional,Denise O'Keefe ,Millview ,Moynehall, ,Cavan ,H12 D780,Cavan,0 - 6 Years,DNE,N/A,Lorraine  Heaslip,stickyfingerscavan@hotmail.com,049 4362189
TU2015CN058,Sunny Hollow (Ballymachugh Childcare Group) ,Sessional,Brenda Sheils ,Omard ,, ,Kilnaleck ,A82 YT50,Cavan,0 - 6 Years,DNE,N/A,Noreen Mulligan,sunnyhollowbmh@gmail.com,049 4374511
TU2015CN059,Superkids Pre-school and After-school ,Sessional,Nicola Daly ,Community Centre Ballydurrow ,C/O Ryefield, ,Virginia ,A82 A306,Cavan,3 - 6 Years,DNE,N/A,Rosemarie Baugh,rosemariebaugh1@gmail.com,049 8548266
TU2015CN061,The Denn Toddlers Playgroup Ltd ,Sessional,Breda Smith Maggie Heaslip ,The Resource Centre ,Loonogs, ,Crosskeys ,H12 X2K5,Cavan,3 - 6 Years,DNE,N/A,Cathriona McSherry,catmicmac@hotmail.com,049 4374906
TU2017CN501,The Next Step Pre-School ,Sessional,Tracey Woods ,Billis ,, ,Ballyjamesduff ,N/A,Cavan,3 - 6 Years,DNE,N/A,Tracey Woods,traceymcc08@hotmail.co.uk,087 7649285
TU2015CN062,Tiny Steps Pre-School ,Sessional,Jacinta Brady ,Killymooney Drive ,Killymooney, ,Cavan ,H12 VE20,Cavan,3 - 6 Years,DNE,N/A,Patricia Walsh,tullacmonganrc@eircom.net,049 4372976
TU2015CN063,Tir na nÓg Montessori ,Sessional,Carmel Mulligan ,Woodlands ,, ,Arva ,H12 YA03,Cavan,2 - 6 Years,DNE,N/A,Carmel  Mulligan,carmelmulligan9@gmail.com,086 2357609
PROD_0003,Name,Drop-In,p,Line,,,Town,Code,Cavan,1 - 6 Years,DNE,,p,pp@pp.com,p
TU2015CE002,ABC Creche ,Full Day,Mary Ryan ,29 Rosanore ,, ,Lifford ,V95 AK09,Clare,0 - 6 Years,West,N/A,Mary Ryan,mary.gerard@hotmail.com,065 6844825
TU2015CE004,Aideens Angels ,Full Day,Aideen McCormack ,20 Castlelawn ,Tulla Road, ,Ennis ,V95 EYV1,Clare,0 - 6 Years,West,N/A,Aideen McCormack,aideenmh@gmail.com,065 6824943
TU2015CE024,Bambini Kids Ltd. ,Full Day,Claire Cavelleri ,Church Road ,, ,Tulla ,V95 W02T,Clare,0 - 6 Years,West,N/A,Claire Cavelleri,bambiniclaire@gmail.com,N/A
TU2015CE008,Bons Bunnies Creche ,Full Day,Siobhan Rynne ,Rockforest ,Galway Road,Barefield ,Ennis ,V95 H320,Clare,0 - 6 Years,West,N/A,Siobhan Rynne,siobhanrynne75@gmail.com,065 6829685
TU2015CE010,Bridge Kids ,Full Day,Margaret Gleeson Vicky Ward ,Shannon Road ,, ,Sixmilebridge ,V95 X886,Clare,0 - 6 Years,West,N/A,Anton Mannering,bridgekidsmanager@bridgecomplex.ie,061 713028
TU2015CE012,Brigit’s Hearth Childcare Service ,Full Day,Lina Pelaez ,Raheen Wood Estate ,, ,Tuamgraney ,V94 XD37,Clare,2 - 6 Years,West,N/A,Veronica Crombie,brigitshearth@gmail.com,085 1542322
TU2016CE007,Cairde Beag -Kilrush ,Full Day,Majella O'Reilly ,Grace St ,, ,Kilrush ,V15 N882,Clare,0 - 6 Years,West,N/A,Doirin Graham,dgraham@cldc.ie,065 9062357
TU2015CE092,Cairde Early Learning Centre ,Full Day,Noreen Murphy ,Inis Clair ,Kildysart Road, ,Ennis ,V95 TXN3,Clare,0 - 6 Years,West,N/A,Noreen Murphy,cairde.elc@gmail.com,087 3508664
TU2016CE008,Caride Beag -Kilkee ,Full Day,Doirin Graham ,Smith's Lane ,, ,Kilkee ,V15 YR65,Clare,0 - 6 Years,West,N/A,Doirin Graham,dgraham@cldc.ie,065 6866800
TU2015CE025,Clare Family Resource Center ,Full Day,Maureen Keane ,Watery Road ,, ,Ennis ,V95 DW72,Clare,0 - 6 Years,West,N/A,Liam O'Connor,cfrc@eircom.net,065 6823923
TU2015CE028,Clonlara Community Childcare ,Full Day,Theresa Gleeson ,N/A ,, ,Clonlara ,V94 VXD4,Clare,0 - 6 Years,West,N/A,Michael Begley,tgleeson52@gmail.com,061 354915
TU2015CE030,Cois Ceim ,Full Day,Siobhan Brennan ,Town Park ,, ,Lisdoonvarna ,N/A,Clare,0 - 6 Years,West,N/A,Paddy Dunne,info@lisdooncreche.com,065 7075668
TU2015CE045,Ennis Montessori School ,Full Day,Davnet Dwyer ,Cappahard Green ,Tulla Road, ,Ennis ,V95 FW13,Clare,2 - 6 Years,West,N/A,Davnet Dwyer,ennismontessorischool@gmail.com,065 6842506
TU2015CE055,Happy Hippo's Pre-School ,Full Day,Elaine Counihan ,Cratloekeel ,, ,Cratloe ,V95 A5YW,Clare,0 - 6 Years,West,N/A,Elaine Counihan,elainecounihan@gmail.com,061 357492
TU2015CE058,Inagh Ark Community Creche ,Full Day,Jackie Garland ,Inagh ,, ,Ennis ,V95 YH29,Clare,0 - 6 Years,West,N/A,Niall Garvey,manager@inagharkcreche.com,065 6836439
TU2015CE063,Kathy's Montessori and Childcare ,Full Day,Kathy Clune ,Ballaghboy ,Doora, ,Ennis ,V95 TEV8,Clare,0 - 6 Years,West,N/A,Kathy Clune,clune16@yahoo.ie,086 3627670
TU2015CE064,Kidz Haven ,Full Day,Siobhan Mulderrig ,8 An Rosan Oir ,Ballycasey, ,Shannon ,V14 EV62,Clare,0 - 6 Years,West,N/A,Siobhan Mulderrig,kidzhavenshannon@gmail.com,061 361881
TU2016CE006,Kildysart Kidz Care & Education ,Full Day,Lesley Wallace ,Kildysart Community Centre ,, ,Kildysart ,V95 RXV2,Clare,0 - 6 Years,West,N/A,Helen Kelly,kildysartcreche@gmail.com,065 6826545
TU2015CE065,Kilmaley Community Creche ,Full Day,Barbara O'Loughlin ,Kilmaley ,, ,Ennis ,V95 P9YX,Clare,0 - 6 Years,West,N/A,Barbara O'Loughlin,kilmaleycommunitycreche@yahoo.ie,065 6839649
TU2015CE067,Kincora Kids ,Full Day,Deirdre Gleeson ,Knockyclovaun ,, ,Killaloe ,V94 H510,Clare,0 - 6 Years,West,N/A,Una Kierse,kincorakids@gmail.com,061 622483
TU2015CE068,Ladybird Lane Creche ,Full Day,Maeve Halpin ,Lissane West ,, ,Clarecastle ,V95 FC67,Clare,1 - 6 Years,West,N/A,Maeve Halpin,olivehalpin1@eircom.net,065 6848086
TU2015CE071,Leapfrog Creche & Montessori ,Full Day,Sarah Ryan ,Dun Carraig ,, ,Tuamgraney ,N/A,Clare,0 - 6 Years,West,N/A,Sarah Ryan,sarahryan1@eircom.net,061 640644
TU2015CE072,Lifford Childcare Centre ,Full Day,Claire Touhy ,The Green ,Lifford, ,Ennis ,N/A,Clare,0 - 6 Years,West,N/A,Claire Touhy,liffordchildcare@eircom.net,065 6843822
TU2015CE073,Liscannor Childcare Services Ltd ,Full Day,Maura Considine ,Mc Creehy’s National School ,, ,Liscannor ,V95 R896,Clare,3 - 6 Years,West,N/A,Liz Bonito,liscannorchildcarecentre@hotmail.com,085 1302788
TU2016CE003,Lissycasey Laugh and Learn ,Full Day,Aoife Lamb ,N/A ,, ,Lissycasey ,V95 PT86,Clare,0 - 6 Years,West,N/A,Alma Kelly,lissycaseycreche@gmail.com,065 6834863
TU2015CE077,Little Angels Pre-school ,Full Day,Lara Murphy ,Holy Family National School ,Station Road, ,Ennis ,N/A,Clare,2 - 6 Years,West,N/A,Lara Murphy,larapitkinmurphy@gmail.com,086 8438888
TU2015CE001,Little Deers ,Full Day,Michelle Lynch ,North West Clare Family Resource Centre ,Ardnaculla, ,Ennistymon ,V95 HRC3,Clare,1 - 6 Years,West,N/A,Dr. Michael McGovern,info@northwestclarefrc.ie,065 7072860
TU2015CE080,Little Ducks Creche ,Full Day,Katherine Leydon ,Skehanagh ,, ,Clarecastle ,V95 XE31,Clare,0 - 6 Years,West,N/A,Katherine  Leydon,littleducks@outlook.com,065 6842533
TU2015CE093,Loughgraney Kids Corner ,Full Day,Yvonne Fitzpatrick ,Flagmount ,Caher, ,Feakle ,V94 YT52,Clare,0 - 6 Years,West,N/A,Thomas O'Mara,kathleenmcn@eircom.net,061 925895
TU2015CE098,Mary K's Childcare Pre- School and Montessori ,Full Day,Mary Kennedy ,Deerpark ,Doora, ,Ennis ,V95 FV38,Clare,0 - 6 Years,West,N/A,Mary Kennedy,mary@maryks.ie,065 6868575
TU2015CE102,Mother Goose Creche ,Full Day,Catriona Devereux ,Clonfadda ,, ,Killaloe ,V94 YP63,Clare,0 - 6 Years,West,N/A,Catriona Devereux,mothergoosecreche@eircom.net,061 975666
TU2015CE103,Mountshannon Childcare Centre ,Full Day,Veronica Bleach ,Mountshannon ,, ,Mountshannon ,V94 YW95,Clare,0 - 6 Years,West,N/A,John Kavanagh,mountshannoncc@eircom.net,061 926918
TU2015CE108,Nurture Childcare and Early Learning Centre ,Full Day,Sarah Dilger ,Government Buildings ,Kilrush Road, ,Ennis ,V95 CC89,Clare,0 - 6 Years,West,N/A,Ciara Gallagher,ennis@nurturechildcare.com,065 6866011
TU2015CE109,Obair Community Creche ,Full Day,Noreen McNamara ,Obair Community Creche ,Ennis Road, ,Newmarket-on-Fergus ,V95 X0NY,Clare,0 - 6 Years,West,N/A,Bernadette Glynn,sinead.ryan@obair.org,061 368030
TU2015CE111,Pack of Rogues ,Full Day,Lynda Meaney ,Ballyea Community Playschool ,Ballyea,Darragh ,Ennis ,V95 H1FN,Clare,3 - 6 Years,West,N/A,Lynda Meaney,lyndameaney@yahoo.ie,065 6898805
TU2015CE112,Páistí Beaga Creche & Montessori ,Full Day,Patricia Hennessey  John Hennessey ,Newline Road ,, ,Quin ,V95 X0K5,Clare,0 - 6 Years,West,N/A,Patricia Hennessey  John Hennessey,jphennessey@eircom.net,065 6825102
TU2015CE115,Redeemers Preschool ,Full Day,Ruth  Ogundare ,131 Dun na hInse ,Lahinch Road, ,Ennis ,V95 WE51,Clare,0 - 6 Years,West,N/A,Ruth Ogundare,redeemercreche@gmail.com,065 6820440
TU2015CE126,Spraoi Community Playgroup Ltd.  ,Full Day,Brian Flynn ,Ballard Road ,, ,Milltown Malbay ,V95 CD88,Clare,0 - 6 Years,West,N/A,Andrew Clancy,malbayspraoi@eircom.net,065 7079893
TU2017CE077,Spraoi Early Learning Centre ,Full Day,Theresa Murphy ,Heather Hill ,Limerick Road, ,Ennis ,N/A,Clare,Unknown,West,N/A,Theresa Murphy,theresa@spraoielc.ie,N/A
TU2018CE502,Sunny Lane Créche Westbury ,Full Day,Natalie Quane  ,Childcare Services ,Westbury Centre,Corbally ,Corbally ,N/A,Clare,0 - 6 Years,West,,Natalie Quane ,sunnylanewestbury@gmail.com,083 0567537
TU2015CE140,Teach Spraoi Pre School & After School Service ,Full Day,Nora Custy ,Toonagh ,Beside Toonagh N.S.,Fountain ,Ennis ,V95 RWV5,Clare,3 - 6 Years,West,N/A,Nora Custy,teachspraoi@gmail.com,065 6820446
TU2015CE148,Toddle Inn Creche ,Full Day,Cora Devaney ,Block M ,Bru na Sionna,Town Centre ,Shannon ,V14 D718,Clare,0 - 6 Years,West,N/A,Cora Devaney,toddleinn@gmail.com,061 363680
TU2015CE023,Wonder Years Creche ,Full Day,Anna Hehir Kathleen O'Connor ,Drumquin ,Ballynacally, ,Ennis ,V95 VK25,Clare,0 - 6 Years,West,N/A,Anna Hehir Kathleen O'Connor,mahehir@yahoo.ie,065 6838358
TU2015CE155,Woodhaven Montessori & Childcare Academy ,Full Day,Nicola Acton Dormer ,12 Westgate Business Park ,Kilrush Road, ,Ennis ,V95 KO28,Clare,0 - 6 Years,West,N/A,Nicola Acton Dormer,acton.nicola@gmail.com,065 6893860
TU2015CE025,Clare Family Resource Center ,Part Time,Maureen Keane ,Watery Road ,, ,Ennis ,V95 DW72,Clare,0 - 6 Years,West,N/A,Liam O'Connor,cfrc@eircom.net,065 6823923
TU2015CE044,Educare Montessori Centre ,Part Time,Sheila Fitzgerald ,Rosbrook Hse ,Tulla Road, ,Ennis ,V95 VX97,Clare,2 - 6 Years,West,N/A,Sheila Fitzgerald,educare.montessori@gmail.com,065 6844446/06 849496
TU2016CE006,Kildysart Kidz Care & Education ,Part Time,Lesley Wallace ,Kildysart Community Centre ,, ,Kildysart ,V95 RXV2,Clare,0 - 6 Years,West,N/A,Helen Kelly,kildysartcreche@gmail.com,065 6826545
TU2015CE080,Little Ducks Creche ,Part Time,Katherine Leydon ,Skehanagh ,, ,Clarecastle ,V95 XE31,Clare,0 - 6 Years,West,N/A,Katherine  Leydon,littleducks@outlook.com,065 6842533
TU2015CE100,Miss Grainnes Holy Family Montessori School ,Part Time,Grainne Kelly ,Holy Family National School ,Station Road, ,Ennis ,V95 YR79,Clare,3 - 6 Years,West,N/A,Grainne Kelly,phscanlon@gmail.com,087 2033328
TU2015CE118,Room to Bloom ,Part Time,Hazel O'Connor ,1 Elevation Business Park ,Clonroad, ,Ennis ,V95 ET26,Clare,2 - 6 Years,West,N/A,Hazel  O'Connor,roomtobloomkidscare@gmail.com,087 7919948
TU2015CE119,Ruan Community Childcare Ltd. ,Part Time,Gai Hardy ,Ruan National School ,, ,Ruan ,V95 R206,Clare,3 - 6 Years,West,N/A,Amanda Callen,gaihardy2000@yahoo.ie,065 6827791
TU2015CE131,Stone Court Childcare Initiative/Cuddles Community Pre-School ,Part Time,Deborah O’Callaghan ,Stonecourt Comm Buildings ,Drumbiggle, ,Ennis ,V95 NYN3,Clare,3 - 6 Years,West,N/A,Lisa O'Rourke,stonecourtcc@respond.ie,065 6820031
TU2018CE502,Sunny Lane Créche Westbury ,Part Time,Natalie Quane  ,Childcare Services ,Westbury Centre,Corbally ,Corbally ,N/A,Clare,0 - 6 Years,West,,Natalie Quane ,sunnylanewestbury@gmail.com,083 0567537
TU2015CE134,Sunrise ,Part Time,Julie  Zgoda ,Kilfarboy House  ,, ,Milltown Malbay  ,V95 TF83,Clare,0 - 6 Years,West,N/A,Julie  Zgoda ,juliasunrisecare@gmail.com ,065 7085913
TU2015CE138,Teach Abhaile ,Part Time,Connie Hannon ,21 Kevin Barry Avenue ,, ,Ennis  ,V95 R598,Clare,2 - 6 Years,West,N/A,Connie Hannon,info@teachabhaile.com,083 4432473
TU2015CE140,Teach Spraoi Pre School & After School Service ,Part Time,Nora Custy ,Toonagh ,Beside Toonagh N.S.,Fountain ,Ennis ,V95 RWV5,Clare,3 - 6 Years,West,N/A,Nora Custy,teachspraoi@gmail.com,065 6820446
TU2015CE020,Catherine Fitzpatrick ,Childminder,Catherine Fitzpatrick ,Cooleigh House ,Shanaway Road, ,Ennis ,N/A,Clare,0 - 6 Years,West,N/A,Catherine Fitzpatrick,ccfitz@eircom.net,065 6821493
TU2015CE021,Cherrytree Childcare  ,Childminder,Michelle Rattigan  Liam Rattigan ,Killula ,, ,Newmarket on Fergus ,V95 RC04,Clare,0 - 6 Years,West,N/A,Michelle Rattigan  Liam Rattigan,michellesinhell@gmail.com,061 476806
TU2015CE038,Deirdre McGrath ,Childminder,Deirdre McGrath ,1 Fergus Lawn ,Tulla Road, ,Ennis ,V95 PH6W,Clare,0 - 6 Years,West,N/A,Deirdre McGrath,mcgrathennis@gmail.com,065 6841352
TU2015CE042,Edel Greene ,Childminder,Edel Greene ,Ballyellry ,, ,Liscannor ,V95 AT80,Clare,0 - 6 Years,West,N/A,Edel Greene,dumpandrun@yahoo.ie,065 7081882
TU2016CE010,Elaine Normoyle - Childminder ,Childminder,Elaine Normoyle ,Cahermurphy ,, ,Kilmihil ,V15 FV05,Clare,0 - 6 Years,West,N/A,Elaine Normoyle,elainenormoyle@gmail.com,065 9050106
TU2015CE047,Evelyn Buggy ,Childminder,Evelyn Buggy ,Rhine ,, ,Quin ,N/A,Clare,0 - 6 Years,West,N/A,Evelyn Buggy,,065 6825094
TU2015CE060,Jeanette O'Looney Childminding ,Childminder,Jeanette O Looney ,Knockpatrick ,, ,Lahinch ,V95 X6Y4,Clare,0 - 6 Years,West,N/A,Jeanette O Looney,jennyolooney@gmail.com,087 4139821
TU2015CE096,Margaret Frain ,Childminder,Margaret Frain ,Quin ,, ,Ennis ,N/A,Clare,0 - 6 Years,West,N/A,Margaret Frain,frainmargaret@yahoo.ie,065 6825659
TU2015CE125,Sheila McDonell ,Childminder,Sheila McDonnell ,Oaklawn ,Wood Road, ,Cratloe ,N/A,Clare,0 - 6 Years,West,N/A,Sheila McDonnell,john.mcdonnell@ul.ie,061 357404
TU2015CE132,Sue Mahon ,Childminder,Sue Mahon ,Ballyhannon ,, ,Quin ,V95 P5P2,Clare,0 - 6 Years,West,N/A,Sue Mahon,johnnymahon@eircom.net,065 6825554
TU2015CE157,Ulla Beag - Childminding ,Childminder,Denise  Sheridan  ,Ballybroghan  ,, ,Ogonelloe ,V94 KH57,Clare,0 - 6 Years,West,N/A,Denise  Sheridan ,denisejoannasheridan@gmail.com,085 7283333
TU2015CE003,ABC Playgroup/Montessori ,Sessional,Mary Cronin ,Scoil na Maininstreach ,Newline Road, ,Quin ,V95 P659,Clare,3 - 6 Years,West,N/A,Noreen Gallagher Mary Cronin,martinmaryc@eircom.net,087 2413869/087 2292450
TU2015CE006,Ballycar Pre-School & Afterschool ,Sessional,Elaine Boyce ,Ballycar National School ,, ,Newmarket ,V95 VR74,Clare,3 - 6 Years,West,N/A,Elaine Boyce,boycee09@eircom.net,087 6244465
TU2015CE009,Boston Community Childcare  ,Sessional,Karen Naughton ,Boston ,, ,Tubber ,N/A,Clare,3 - 6 Years,West,N/A,Michelle Lee,communitychildcareboston@gmail.com,087 2669998
TU2015CE011,Bright Sparks Montessori ,Sessional,Ann Hanrahan ,Doonane ,, ,Tulla ,V95 F9T2,Clare,3 - 6 Years,West,N/A,Ann Hanrahan,ahanrahan11@gmail.com,065 6835478
TU2015CE013,Brookhaven Montessori ,Sessional,Mary Kearns Sarah Kearns ,Castlecrine ,, ,Sixmilebridge ,V95 XA49,Clare,3 - 6 Years,West,N/A,Mary Kearns Sarah Kearns,brookhaven.montessori@gmail.com,061 369564
TU2015CE014,Burren Sonas Kindergarden ,Sessional,Deirdre  Riffel ,Main Street ,, ,Kilfenora ,V95 WOHA,Clare,3 - 6 Years,West,N/A,Niall O'Keeffe,burrensonas@yahoo.ie,087 7131590
TU2015CE015,Busy Bees Playschool ,Sessional,Mary O’Callaghan ,Deerpark ,Kilmurray, ,Ennis ,V95 EA89,Clare,3 - 6 Years,West,N/A,Mary  O'Callaghan,mollyocallaghan@eircom.net,061 367059
TU2015CE016,Butterflies Montessori ,Sessional,Mary Hayes ,Brickhill West ,, ,Cratloe ,V95 E984,Clare,3 - 6 Years,West,N/A,Mary Hayes,maryhayes08@yahoo.ie,061 357378
TU2015CE092,Cairde Early Learning Centre ,Sessional,Noreen Murphy ,Inis Clair ,Kildysart Road, ,Ennis ,V95 TXN3,Clare,0 - 6 Years,West,N/A,Noreen Murphy,cairde.elc@gmail.com,087 3508664
TU2015CE017,Cairde Nua ,Sessional,Sue Garraghy ,Scoil Magh ,Magh, ,Lahinch ,V95 NW99,Clare,3 - 6 Years,West,N/A,Sue Garrahy,garrahy.sue.moy@gmail.com,065 7081553
TU2015CE018,Carrig Hill Rainbow Montessori School ,Sessional,Vicki Stanford ,31 Carrig Hill ,, ,Shannon ,N/A,Clare,3 - 6 Years,West,N/A,Vicki Stanford,vickistan4d@gmail.com,061 360489
TU2015CE019,Castlerock Montessori ,Sessional,Rita Clinton ,33 Castlerock ,Tulla Road, ,Ennis ,N/A,Clare,3 - 6 Years,West,N/A,Rita Clinton,rclinton12@eircom.net,065 6842089
TU2015CE022,Cherrytree Montessori ,Sessional,Michelle Rattigan ,Killula ,, ,Newmarket on Fergus ,V9S RCO4,Clare,3 - 6 Years,West,N/A,Michelle Rattigan,michellesinhell@gmail.com,061 476806
TU2015CE026,Clare Haven Services Ltd. ,Sessional,Mairead Mannion Sinead O'Donoghue ,Orchard Grove ,Gort Road, ,Ennis ,V95 A8X8,Clare,0 - 6 Years,West,N/A,Johnny O'Rourke,manager@clarehaven.ie,065 6842646
TU2015CE027,Clarecastle Community Playgroup Ltd ,Sessional,Cynthia McEnery ,Clarecastle National School ,Abbeyview, ,Clarecastle ,V95 RT44,Clare,3 - 6 Years,West,N/A,Cynthia  McEnery,cynthia1mcenery@eircom.net,085 7858350
TU2015CE029,Cloughleigh Community Playgroup Limited ,Sessional,Dolores Nevin ,Cloughleigh Community Centre ,Davitt Terrace,Cloughleigh ,Ennis ,V95 K31X,Clare,3 - 6 Years,West,N/A,Dolores Nevin Raymond O'Mahony,cloughleighplaygroup@gmail.com,N/A
TU2015CE031,Connolly Pre-School ,Sessional,Susan Vaughan ,Connolly Village ,, ,Ennis ,V95 Y066,Clare,3 - 6 Years,West,N/A,Susan Vaughan,susanvaughan@eircom.net,N/A
TU2015CE032,Corofin Childcare Centre ,Sessional,Olga O' Malley ,Laghtagoona Est ,, ,Corofin ,V95 X563,Clare,3 - 6 Years,West,N/A,Olga O'Malley,omalleyolga@hotmail.com,065 6827060
TU2015CE033,Crusheen Playgroup Ltd ,Sessional,Catherine Waters ,Crusheen National School ,, ,Crusheen ,V95 KX43,Clare,3 - 6 Years,West,N/A,Catherine Taaffe,catherineodonnell10@gmail.com,086 3033441
TU2015CE035,Daisychains Montessori Pre-school ,Sessional,Diane Smyth ,Main Street ,, ,O Brien's Bridge ,V94 TF8N,Clare,3 - 6 Years,West,N/A,Diane Smyth,Dianesmyth6@gmail.com,087 6803239
TU2015CE036,Dawn Montessori School ,Sessional,Karen Dunne ,1 Tullyglass Cresent ,, ,Shannon ,V14 CP29,Clare,3 - 6 Years,West,N/A,Karen Dunne,kgdunne1@eircom.net,061 362637
TU2015CE075,Dearcan Beaga Teoranta ,Sessional,Eilis Wall ,Little Acorns Pre-School Montessori Private Company Limited by Shares ,St. Tolas National School,Tullyglass ,Shannon ,V14 Y625,Clare,3 - 6 Years,West,N/A,Eilis Wall,eiliswall@live.ie,087 6160872
TU2015CE074,Dearcan Beaga Teoranta- Private Company Limited by Shares ,Sessional,Siobhan Harnett ,St Senan’s National School ,Corrib Drive,Drumgeely ,Shannon ,V14 N795,Clare,3 - 6 Years,West,N/A,Eilis Wall,siobhan.harnett@yahoo.ie,086 3436982
TU2015CE037,Deilfeanna Beaga ,Sessional,Marian Hedderman ,Church Street ,Carrigaholt National School, ,Carrigaholt ,V15 A271,Clare,3 - 6 Years,West,N/A,Marian Hedderman,marianhedderman@gmail.com,087 9050761
TU2015CE039,Donnacha Rua Preschool ,Sessional,Lynda O'Leary ,Donnache Rua ,Gael Scoil, ,Sionna ,N/A,Clare,3 - 6 Years,West,N/A,Lynda O'Leary,oleary.lynda8@gmail.com,N/A
TU2015CE041,Doora Montessori Playschool ,Sessional,Lynda Creaven ,Doora Community Centre ,Deerpark,Doora ,Clarecastle ,N/A,Clare,3 - 6 Years,West,N/A,Lynda Creaven,lyndacreaven@hotmail.com,086 8937823
TU2015CE043,Edmund Rice Montessori ,Sessional,Rachel Ormston ,Highbury House ,Ballymorris, ,Cratloe ,V95 VC5F,Clare,3 - 6 Years,West,N/A,Rachel Ormston,rachelormston@gmail.com,061 357212
TU2015CE044,Educare Montessori Centre ,Sessional,Sheila Fitzgerald ,Rosbrook Hse ,Tulla Road, ,Ennis ,V95 VX97,Clare,2 - 6 Years,West,N/A,Sheila Fitzgerald,educare.montessori@gmail.com,065 6844446/06 849496
TU2016CE011,Ennis Educate Together Preschool ,Sessional,Paulyne O'Neill ,Gort Road ,, ,Ennis ,V95 KP29,Clare,3 - 6 Years,West,N/A,Paulyne O'Neill,paulyne.oneill@gmail.com,086 8585784
TU2015CE048,First Steps Montessori ,Sessional,Cecilia McConnologue ,Ballybeg ,, ,Clarecastle ,N/A,Clare,3 - 6 Years,West,N/A,Cecilia McConnologue,celiamcc@hotmail.com,086 8513930
TU2015CE049,Flowerpots Montessori School ,Sessional,Barbara Jordan ,13 Tullyglass Court ,, ,Shannon ,V14 AE86,Clare,3 - 6 Years,West,N/A,Barbara Jordan,barbarajordan1@yahoo.com,061 362954
TU2015CE050,Forever Friends ,Sessional,Kate Looney ,St Josephs National School ,, ,Milltown Malbay ,V95 H7K6,Clare,3 - 6 Years,West,N/A,Kate Looney,caterinemclouglinh@hotmail.com,065 7084414
TU2015CE051,Freckles Montessori School ,Sessional,Marina Cosgrove ,Station Road ,, ,Corofin ,V95 K497,Clare,3 - 6 Years,West,N/A,Marina Cosgrove,marinaandpat@yahoo.ie,086 1634672
TU2015CE053,Giggles Montessori Pre-School ,Sessional,Deborah Hickie ,O’Connell Street ,, ,Kilkee ,V15 VA02,Clare,3 - 6 Years,West,N/A,Deborah Hickie,gigglesmontessori@gmail.com,086 8771233
TU2015CE054,Glor na nOg ,Sessional,Maeve McNamara ,Kilkshen National School ,, ,Kilkshen ,V95 EK54,Clare,3 - 6 Years,West,N/A,Maeve McNamara,maevemcnamara321@gmail.com,N/A
TU2015CE056,Harmony Montessori ,Sessional,Louise Commane ,19 Inis Sioda ,, ,Shannon ,V14 CX63,Clare,3 - 6 Years,West,N/A,Louise  Commane,harmonymontessori@yahoo.com,061 361649
